idx,cloze
6599,실적부진에 시달리던 이스타항공도 [MASK]의 품에 안기면서 중복 운항하던 비수익 노선을 구조조정할 예정이다.
6600,실적부진에 시달리던 [MASK]도 제주항공의 품에 안기면서 중복 운항하던 비수익 노선을 구조조정할 예정이다.
6601,새 출발 [MASK] 주력산업 전망 철강·석유화학 中생산이 변수…조선·해운은 회복세 진입 철강업계는 지난해 어려운 한 해를 보냈다.
6602,[MASK] 호주 등 주요 철광석 생산국의 자연재해로 원재료 값까지 올랐다.
6603,브라질 [MASK] 등 주요 철광석 생산국의 자연재해로 원재료 값까지 올랐다.
6604,철강 수요는 아직 회복될 기미를 보이지 않고 있는 상황에서 [MASK] 철강업체의 공급은 줄어들지 않고 있어서다.
6605,작년 1 9월 중국의 조강생산량은 [MASK]으로 전년 대비 8.0% 늘었다.
6606,작년 1 9월 [MASK]의 조강생산량은 7억4681만t으로 전년 대비 8.0% 늘었다.
6607,대기오염 개선을 위해 [MASK] 정부의 철강 감산이 시행될 계획이지만 효과는 크지 않을 것이란 분석이 나온다.
6608,철강 가격은 [MASK]을 고점으로 하락세가 이어지고 있다.
6609,국내 열연 가격은 [MASK] 1월 최고가 대비 현재 13.8% 하락한 상황이다.
6610,국내 열연 가격은 2018년 1월 최고가 대비 현재 [MASK].8% 하락한 상황이다.
6611,국내 열연 가격은 2018년 1월 최고가 대비 현재 13.[MASK] 하락한 상황이다.
6612,철광석 가격은 작년 [MASK] 꾸준히 올라 7월에는 t당 120달러 선을 넘어서며 5년 만에 최고치를 찍었다.
6613,철광석 가격은 작년 1월부터 꾸준히 올라 [MASK] t당 120달러 선을 넘어서며 5년 만에 최고치를 찍었다.
6614,철광석 가격은 작년 1월부터 꾸준히 올라 7월에는 t당 [MASK] 선을 넘어서며 5년 만에 최고치를 찍었다.
6615,철광석 가격은 작년 1월부터 꾸준히 올라 7월에는 t당 120달러 선을 넘어서며 [MASK] 만에 최고치를 찍었다.
6616,8월 이후 조금씩 하락했지만 여전히 t당 [MASK] 선에 형성돼 있다.
6617,증권가에 따르면 포스코의 작년 4분기 영업이익은 [MASK]을 밑돈 것으로 추정된다.
6618,포스코의 분기 영업이익이 2017년 4분기 이후 9개 분기 만에 [MASK] 아래로 떨어진 것이다.
6619,포스코의 분기 영업이익이 [MASK] 4분기 이후 9개 분기 만에 1조원 아래로 떨어진 것이다.
6620,포스코의 분기 영업이익이 2017년 4분기 이후 [MASK] 분기 만에 1조원 아래로 떨어진 것이다.
6621,올해 1분기와 2분기에도 [MASK]에 미치지 못할 것으로 전망된다.
6622,새 출발 [MASK] 주력산업 전망 한국 조선업계는 지난해 오랜만에 실적 개선을 알리는 뱃고동을 울렸다.
6623,새 출발 2020 주력산업 전망 [MASK] 조선업계는 지난해 오랜만에 실적 개선을 알리는 뱃고동을 울렸다.
6624,[MASK]과 대우조선해양 삼성중공업 등 국내 조선 ‘빅3’는 고부가가치 선박인 액화천연가스 LNG 선 시장에서 ‘싹쓸이 수주’에 성공했다.
6625,현대중공업과 [MASK] 삼성중공업 등 국내 조선 ‘빅3’는 고부가가치 선박인 액화천연가스 LNG 선 시장에서 ‘싹쓸이 수주’에 성공했다.
6626,현대중공업과 대우조선해양 [MASK] 등 국내 조선 ‘빅3’는 고부가가치 선박인 액화천연가스 LNG 선 시장에서 ‘싹쓸이 수주’에 성공했다.
6627,현대중공업과 대우조선해양 삼성중공업 등 국내 조선 ‘[MASK]’는 고부가가치 선박인 액화천연가스 LNG 선 시장에서 ‘싹쓸이 수주’에 성공했다.
6628,현대중공업과 [MASK]조선해양 삼성중공업 등 국내 조선 ‘빅3’는 고부가가치 선박인 액화천연가스 LNG 선 시장에서 ‘싹쓸이 수주’에 성공했다.
6629,국제해사기구 [MASK] 가 선박유의 황산화물 함유 기준을 낮추는 환경규제를 시작하면서 올해도 LNG선 발주가 이어질 것이란 전망이 나온다.
6630,지난해 [MASK] 말까지만 해도 조선업계의 분위기는 밝지 않았다.
6631,지난해 [MASK]월 말까지만 해도 조선업계의 분위기는 밝지 않았다.
6632,세계 경기침체로 물동량 감소를 우려한 선주들이 선박 발주를 미루면서 1 [MASK] 누적 선박 발주량이 전년 같은 기간보다 40% 가까이 감소했기 때문이다.
6633,세계 경기침체로 물동량 감소를 우려한 선주들이 선박 발주를 미루면서 1 [MASK]월 누적 선박 발주량이 전년 같은 기간보다 40% 가까이 감소했기 때문이다.
6634,세계 경기침체로 물동량 감소를 우려한 선주들이 선박 발주를 미루면서 1 11월 누적 선박 발주량이 전년 같은 기간보다 [MASK] 가까이 감소했기 때문이다.
6635,하지만 최근 미·중 무역분쟁이 완화되면서 그동안 눈치를 보던 선주들이 [MASK]둘씩 발주에 나섰다.
6636,3사 모두 지난해 목표 수주량을 채우지는 못했지만 막판 수주가 집중되면서 목표 수주량을 [MASK] 이상 달성했다.
6637,환경 규제의 영향으로 [MASK]이 강점이 있는 LNG선을 중심으로 수요가 늘고 있는 점도 고무적이다.
6638,올해도 사우디아라비아 카타르 등을 중심으로 최대 [MASK]의 LNG선 발주가 예상된다.
6639,지난달 유럽연합 EU 행정부 격인 집행위원회가 심사 1단계에서 양사 합병에 우려를 나타내면서 [MASK]그룹은 노심초사하는 분위기다.
6640,지난달 [MASK]연합 EU 행정부 격인 집행위원회가 심사 1단계에서 양사 합병에 우려를 나타내면서 현대중공업그룹은 노심초사하는 분위기다.
6641,지난달 유럽연합 [MASK] 행정부 격인 집행위원회가 심사 1단계에서 양사 합병에 우려를 나타내면서 현대중공업그룹은 노심초사하는 분위기다.
6642,지난달 유럽연합 EU 행정부 격인 집행위원회가 심사 [MASK]에서 양사 합병에 우려를 나타내면서 현대중공업그룹은 노심초사하는 분위기다.
6643,[MASK] 집행위는 해당 기업결합이 효과적인 경쟁을 상당히 저해할 가능성이 있는지를 내년 5월 7일까지 결정하게 된다.
6644,미국의 셰일오일 [MASK]발 석유 공급 과잉 등으로 유가가 하락한 것도 악영향을 미쳤다.
6645,아시아 지역의 정유 제품 기준이 되는 싱가포르 복합정제마진은 [MASK] 만에 마이너스를 기록하기도 했다.
6646,무역분쟁의 불확실성이 누그러진 만큼 [MASK]의 수요가 살아나면 정제마진이 개선될 것이라는 분석이다.
6647,새해 [MASK]은 미국 대선이다.
6648,새해 11월 3일은 [MASK] 대선이다.
6649,[MASK] 대통령이 누가 되는지에 따라 국제사회 정치·경제·안보 지형에도 커다란 변화가 예상된다.
6650,도널드 트럼프 [MASK] 대통령.
6651,[MASK] 미국 대통령.
6652,도널드 [MASK] 미국 대통령.
6653,사진 전자신문 DB 이번 [MASK] 대선은 도널드 트럼프 대통령의 재선 성공 또는 민주당의 정권 탈환을 두고 싸움이 벌어진다.
6654,사진 전자신문 DB 이번 미국 대선은 [MASK] 대통령의 재선 성공 또는 민주당의 정권 탈환을 두고 싸움이 벌어진다.
6655,사진 전자신문 DB 이번 미국 대선은 도널드 트럼프 대통령의 재선 성공 또는 [MASK]의 정권 탈환을 두고 싸움이 벌어진다.
6656,사진 전자신문 DB 이번 미국 대선은 도널드 [MASK] 대통령의 재선 성공 또는 민주당의 정권 탈환을 두고 싸움이 벌어진다.
6657,그동안 기존 질서 파괴와 파격 예측 불가능성 등으로 4년을 이어온 [MASK] 시대가 4년 더 연장될지 판가름 날 예정이다.
6658,[MASK] 대선 결과는 한미 동맹과 북한 비핵화 등 한반도 문제에 상당한 영향을 미칠 전망이다.
6659,미국 대선 결과는 한미 동맹과 [MASK] 비핵화 등 한반도 문제에 상당한 영향을 미칠 전망이다.
6660,미국 대선 결과는 한미 동맹과 북한 비핵화 등 [MASK] 문제에 상당한 영향을 미칠 전망이다.
6661,[MASK]가 재선에 성공하면 북한 문제와 관련해 북미 정상 회담을 이어갈지 강대강 대치를 이어갈지 상황이 유동적이고 변수가 많아 지켜봐야 한다.
6662,트럼프가 재선에 성공하면 [MASK] 문제와 관련해 북미 정상 회담을 이어갈지 강대강 대치를 이어갈지 상황이 유동적이고 변수가 많아 지켜봐야 한다.
6663,트럼프가 재선에 성공하면 북한 문제와 관련해 [MASK] 정상 회담을 이어갈지 강대강 대치를 이어갈지 상황이 유동적이고 변수가 많아 지켜봐야 한다.
6664,현재 [MASK]에서는 트럼프 대통령의 우크라이나 스캔들로 탄핵 소추안이 하원에서 통과됐다.
6665,현재 미국에서는 [MASK] 대통령의 우크라이나 스캔들로 탄핵 소추안이 하원에서 통과됐다.
6666,새해 14개 어종 금어기·금지체장 일부 변경 자료 해양수산부 세종 이데일리 [MASK] 기자 해양수산부는 산란기 어미물고기와 어린물고기 보호를 위해 개정된 14개 어종의 금어기와 금지체장이 1일부터 시행된다고 밝혔다.
6667,새해 14개 어종 금어기·금지체장 일부 변경 자료 해양수산부 세종 이데일리 한광범 기자 해양수산부는 산란기 어미물고기와 어린물고기 보호를 위해 개정된 14개 어종의 금어기와 금지체장이 [MASK] 시행된다고 밝혔다.
6668,앞서 해수부는 수산자원관리법 시행령 개정을 통해 [MASK] 어종의 금어기·금지체장을 조정했다.
6669,오는 [MASK]일부터 다음 달 15일까지는 대구 금어기가 시작된다.
6670,오는 16일부터 다음 달 [MASK]일까지는 대구 금어기가 시작된다.
6671,어린물고기 보호를 위해 신설·강화된 10개종의 금지체장은 [MASK] 연중 적용된다.
6672,어린물고기 보호를 위해 신설·강화된 [MASK]종의 금지체장은 1일부터 연중 적용된다.
6673,특히 일명 총알오징어로 유통되는 어린 살오징어를 보호하기 위해 살오징어 금지체장은 현행 외투장 12㎝에서 [MASK]㎝로 확대했다.
6674,특히 일명 총알오징어로 유통되는 어린 살오징어를 보호하기 위해 살오징어 금지체장은 현행 외투장 [MASK]㎝에서 15㎝로 확대했다.
6675,스타트업의 특허출원에 대해 우선심사를 신청하는 경우 신청료가 기존 [MASK]에서 6만원으로 감면된다.
6676,스타트업의 특허출원에 대해 우선심사를 신청하는 경우 신청료가 기존 20만원에서 [MASK] 감면된다.
6677,지식재산 담보대출도 등록료를 [MASK] 줄이는 제도도 이달부터 시행된다.
6678,[MASK] 모바일 등 단말기를 통한 상표 출원이 가능해지고 평일과 토요일에만 적용되던 24시간 출원 접수도 일요일까지 확대된다.
6679,3월부터 모바일 등 단말기를 통한 상표 출원이 가능해지고 평일과 토요일에만 적용되던 [MASK]시간 출원 접수도 일요일까지 확대된다.
6680,디자인 일부심사는 지난해 [MASK]일이 걸리던 심사 소요기간을 올해부터는 10일로 대폭 단축된다.
6681,디자인 일부심사는 지난해 60일이 걸리던 심사 소요기간을 올해부터는 [MASK]일로 대폭 단축된다.
6682,지원범위와 규모는 해외출원과 심사대응 등록 비용 등에서 700개사에 170억원이 될 것으로 [MASK]은 기대했다.
6683,지원범위와 규모는 해외출원과 심사대응 등록 비용 등에서 [MASK]에 170억원이 될 것으로 특허청은 기대했다.
6684,지원범위와 규모는 해외출원과 심사대응 등록 비용 등에서 700개사에 1[MASK]이 될 것으로 특허청은 기대했다.
6685,새해 뷰티 트렌드는 ‘[MASK]’와 ‘홈그루밍’이 될 전망이다.
6686,1일 [MASK]에 따르면 코로나19의 영향으로 올해 뷰티 핫 트렌드 키워드로 위의 두 가지가 꼽혔다.
6687,1일 쿠팡에 따르면 코로나[MASK]의 영향으로 올해 뷰티 핫 트렌드 키워드로 위의 두 가지가 꼽혔다.
6688,정기동 [MASK] 리테일 뷰티 디렉터는 “코로나19 확산 이후 클렌징폼 클렌징젤 등 세안제품과 마스크 팩 미스트 등 피부 진정 제품 카테고리가 인기를 끌었다”며 “외부 감염으로부터 건강과 피부를 보호하기 위한 세안 제품과 마스크로 자극받아 예민해진 피부 진정에 도움이 되는 제품을 찾는 고객이 늘어났기 때문”이라고 말했다.
6689,정기동 쿠팡 리테일 뷰티 디렉터는 “코로나[MASK] 확산 이후 클렌징폼 클렌징젤 등 세안제품과 마스크 팩 미스트 등 피부 진정 제품 카테고리가 인기를 끌었다”며 “외부 감염으로부터 건강과 피부를 보호하기 위한 세안 제품과 마스크로 자극받아 예민해진 피부 진정에 도움이 되는 제품을 찾는 고객이 늘어났기 때문”이라고 말했다.
6690,[MASK]은 뷰티 트렌트별 시즌 대표 상품을 할인 판매하는 ‘2021 뷰티 트렌드’ 기획전을 오는 7일까지 진행한다.
6691,쿠팡은 뷰티 트렌트별 시즌 대표 상품을 할인 판매하는 ‘[MASK]21 뷰티 트렌드’ 기획전을 오는 7일까지 진행한다.
6692,쿠팡은 뷰티 트렌트별 시즌 대표 상품을 할인 판매하는 ‘20[MASK] 뷰티 트렌드’ 기획전을 오는 7일까지 진행한다.
6693,이병희 [MASK] 리테일 부사장은 “코로나19가 장기화되면서 마스크로 인한 피부 트러블 집에서 스스로 관리할 수 있는 홈케어에 대한 고민과 관심이 계속 이어지고 있다”고 말했다.
6694,이병희 쿠팡 리테일 부사장은 “코로나[MASK]가 장기화되면서 마스크로 인한 피부 트러블 집에서 스스로 관리할 수 있는 홈케어에 대한 고민과 관심이 계속 이어지고 있다”고 말했다.
6695,새해 임차급여 최대 [MASK]↑ 주택개량 지원비도 21% 인상 서울경제 새해부터 전·월세 임대료와 집수리 지원 비용 등 주거급여 지원대상과 금액이 늘어난다.
6696,새해 임차급여 최대 14.3%↑ 주택개량 지원비도 [MASK] 인상 서울경제 새해부터 전·월세 임대료와 집수리 지원 비용 등 주거급여 지원대상과 금액이 늘어난다.
6697,새해 임차급여 최대 [MASK].3%↑ 주택개량 지원비도 21% 인상 서울경제 새해부터 전·월세 임대료와 집수리 지원 비용 등 주거급여 지원대상과 금액이 늘어난다.
6698,새해 임차급여 최대 14[MASK]↑ 주택개량 지원비도 21% 인상 서울경제 새해부터 전·월세 임대료와 집수리 지원 비용 등 주거급여 지원대상과 금액이 늘어난다.
6699,국토교통부는 올해 주거급여 지원대상을 중위 소득의 44%에서 45%로 확대하고 임차가구 지원기준이 되는 기준임대료를 7.5 [MASK] 인상한다고 1일 밝혔다.
6700,국토교통부는 올해 주거급여 지원대상을 중위 소득의 [MASK]에서 45%로 확대하고 임차가구 지원기준이 되는 기준임대료를 7.5 14.3% 인상한다고 1일 밝혔다.
6701,국토교통부는 올해 주거급여 지원대상을 중위 소득의 44%에서 [MASK]로 확대하고 임차가구 지원기준이 되는 기준임대료를 7.5 14.3% 인상한다고 1일 밝혔다.
6702,국토교통부는 올해 주거급여 지원대상을 중위 소득의 44%에서 45%로 확대하고 임차가구 지원기준이 되는 기준임대료를 [MASK] 14.3% 인상한다고 1일 밝혔다.
6703,국토교통부는 올해 주거급여 지원대상을 중위 소득의 44%에서 45%로 확대하고 임차가구 지원기준이 되는 기준임대료를 7[MASK] 14.3% 인상한다고 1일 밝혔다.
6704,국토교통부는 올해 주거급여 지원대상을 중위 소득의 44%에서 45%로 확대하고 임차가구 지원기준이 되는 기준임대료를 7.5 [MASK].3% 인상한다고 1일 밝혔다.
6705,국토교통부는 올해 주거급여 지원대상을 중위 소득의 44%에서 45%로 확대하고 임차가구 지원기준이 되는 기준임대료를 7.5 14[MASK] 인상한다고 1일 밝혔다.
6706,또 주택을 보유한 가구를 대상으로 한 주택개량 지원비도 [MASK] 인상하기로 했다.
6707,올해 1월 기준 [MASK] 가구를 지원하고 있다.
6708,새해부터는 신청가구의 소득과 재산을 반영한 소득 인정액이 중위소득의 [MASK] 이하로 확대돼 4인 가족 기준 월 소득액 213만 7 128원까지 지원 대상이 될 수 있다.
6709,새해부터는 신청가구의 소득과 재산을 반영한 소득 인정액이 중위소득의 45% 이하로 확대돼 4인 가족 기준 월 소득액 [MASK] 7 128원까지 지원 대상이 될 수 있다.
6710,새해부터는 신청가구의 소득과 재산을 반영한 소득 인정액이 중위소득의 45% 이하로 확대돼 4인 가족 기준 월 소득액 213만 7 [MASK]까지 지원 대상이 될 수 있다.
6711,지난해에는 [MASK] 9 956원이하가 지원 대상 선정의 마지노선이었다.
6712,지난해에는 202만 9 [MASK]이하가 지원 대상 선정의 마지노선이었다.
6713,2인 가족은 올해 월 소득액 [MASK] 6 891원까지 지원 대상이 되고 3인 가족은 월 소득액 174만 1 760원 이하면 지원받을 수 있다.
6714,2인 가족은 올해 월 소득액 134만 6 [MASK]까지 지원 대상이 되고 3인 가족은 월 소득액 174만 1 760원 이하면 지원받을 수 있다.
6715,2인 가족은 올해 월 소득액 134만 6 891원까지 지원 대상이 되고 3인 가족은 월 소득액 [MASK] 1 760원 이하면 지원받을 수 있다.
6716,2인 가족은 올해 월 소득액 134만 6 891원까지 지원 대상이 되고 3인 가족은 월 소득액 174만 1 [MASK] 이하면 지원받을 수 있다.
6717,임차급여도 기준임대료를 상한으로 실비 지급되며 작년보다 7.5 [MASK] 인상했다.
6718,임차급여도 기준임대료를 상한으로 실비 지급되며 작년보다 [MASK] 14.3% 인상했다.
6719,임차급여도 기준임대료를 상한으로 실비 지급되며 작년보다 7[MASK] 14.3% 인상했다.
6720,임차급여도 기준임대료를 상한으로 실비 지급되며 작년보다 7.5 [MASK].3% 인상했다.
6721,임차급여도 기준임대료를 상한으로 실비 지급되며 작년보다 7.5 14[MASK] 인상했다.
6722,서울에 거주하는 4인 가족의 경우 최대 [MASK] 5 000원까지 지원받을 수 있다.
6723,수도권에 거주하는 4인 가족은 [MASK] 1 000원 전국 광역시 거주 4인 가족은 27만 4 000원을 지급 받을 수 있다.
6724,수도권에 거주하는 4인 가족은 35만 1 000원 전국 광역시 거주 4인 가족은 [MASK] 4 000원을 지급 받을 수 있다.
6725,자가 가구를 대상으로 지원하는 수선급여는 최대 1 2[MASK]원까지 지원된다.
6726,자가 가구를 대상으로 지원하는 수선급여는 최대 1 [MASK]까지 지원된다.
6727,관련업계에 따르면 이날부터 [MASK]와 롯데마트 홈플러스 등 대형마트 3사는 플라스틱 사용 감축을 위해 포장용 테이프·끈 제공을 중단했다.
6728,관련업계에 따르면 이날부터 이마트와 [MASK] 홈플러스 등 대형마트 3사는 플라스틱 사용 감축을 위해 포장용 테이프·끈 제공을 중단했다.
6729,관련업계에 따르면 이날부터 이마트와 롯데마트 [MASK] 등 대형마트 3사는 플라스틱 사용 감축을 위해 포장용 테이프·끈 제공을 중단했다.
6730,관련업계에 따르면 이날부터 이마트와 롯데마트 홈플러스 등 대형마트 [MASK] 플라스틱 사용 감축을 위해 포장용 테이프·끈 제공을 중단했다.
6731,관련업계에 따르면 이날부터 이마트와 롯데마트 홈플러스 등 대형마트 [MASK]는 플라스틱 사용 감축을 위해 포장용 테이프·끈 제공을 중단했다.
6732,[MASK]에 따르면 대형마트 3사 자율포장대에서 활용하는 플라스틱 테이프·포장끈·커팅기 은 연간 658t 규모다.
6733,환경부에 따르면 대형마트 [MASK] 자율포장대에서 활용하는 플라스틱 테이프·포장끈·커팅기 은 연간 658t 규모다.
6734,환경부에 따르면 대형마트 3사 자율포장대에서 활용하는 플라스틱 테이프·포장끈·커팅기 은 연간 [MASK] 규모다.
6735,앞서 지난해 8월 농협하나로유통을 포함한 대형마트 4개사는 [MASK]와 장바구니 사용 활성화 점포 운영을 위한 자발적 협약을 맺었다.
6736,앞서 지난해 8월 농협[MASK]로유통을 포함한 대형마트 4개사는 환경부와 장바구니 사용 활성화 점포 운영을 위한 자발적 협약을 맺었다.
6737,앞서 지난해 8월 농협하나로유통을 포함한 대형마트 [MASK]는 환경부와 장바구니 사용 활성화 점포 운영을 위한 자발적 협약을 맺었다.
6738,이들은 [MASK]년 제주도에서 대형마트 4곳과 중형마트 6곳에서 종이상자 등을 치우자 장바구니 사용이 자리잡은 사례를 바탕으로 플라스틱 끈이나 테이프 등 재활용이 불가능한 폐기물을 만들지 말자는 취지에서 협약을 체결한 바 있다.
6739,이들은 2016년 제주도에서 대형마트 [MASK]과 중형마트 6곳에서 종이상자 등을 치우자 장바구니 사용이 자리잡은 사례를 바탕으로 플라스틱 끈이나 테이프 등 재활용이 불가능한 폐기물을 만들지 말자는 취지에서 협약을 체결한 바 있다.
6740,이들은 2016년 제주도에서 대형마트 4곳과 중형마트 [MASK]에서 종이상자 등을 치우자 장바구니 사용이 자리잡은 사례를 바탕으로 플라스틱 끈이나 테이프 등 재활용이 불가능한 폐기물을 만들지 말자는 취지에서 협약을 체결한 바 있다.
6741,새해 첫날 [MASK]에서는 대형 크레인이 컨테이너를 배에 싣는 선적 작업이 한창입니다.
6742,[MASK] 부산항만공사 글로벌사업단장 부산항이 세계 주요 6대 환적항만 중에 환적화물이 3% 증가했습니다.
6743,박호철 [MASK] 글로벌사업단장 부산항이 세계 주요 6대 환적항만 중에 환적화물이 3% 증가했습니다.
6744,박호철 부산항만공사 글로벌사업단장 부산항이 세계 주요 [MASK] 환적항만 중에 환적화물이 3% 증가했습니다.
6745,박호철 부산항만공사 글로벌사업단장 부산항이 세계 주요 6대 환적항만 중에 환적화물이 [MASK] 증가했습니다.
6746,[MASK]이 가지고 있는 고유한 장점들이 코로나 팬더믹 상황에서 잘 발휘가 됐기 때문에 가능했습니다.
6747,[MASK]의 전자출입명부 시스템은 오늘 1일 오전 현재 이용이 불가능한 상태입니다.
6748,보건복지부의 전자출입명부 시스템은 오늘 [MASK] 오전 현재 이용이 불가능한 상태입니다.
6749,전자출입명부는 다중이용시설에서 [MASK] 집단감염이 발생했을 때 이용자 확인 등 역학조사 자료로 활용하기 위해 지난해 6월 도입됐습니다.
6750,전자출입명부는 다중이용시설에서 코로나19 집단감염이 발생했을 때 이용자 확인 등 역학조사 자료로 활용하기 위해 지난해 [MASK] 도입됐습니다.
6751,새해 첫날인 [MASK] 경기 광주시와 남양주시에서 산불이 잇달아 발생했다.
6752,새해 첫날인 1일 [MASK] 광주시와 남양주시에서 산불이 잇달아 발생했다.
6753,새해 첫날인 1일 경기 [MASK]와 남양주시에서 산불이 잇달아 발생했다.
6754,새해 첫날인 1일 경기 광주시와 [MASK]에서 산불이 잇달아 발생했다.
6755,사진은 지난달 [MASK] 강원 강릉시에서 발생한 산불 진화 모습.
6756,사진은 지난달 18일 [MASK] 강릉시에서 발생한 산불 진화 모습.
6757,사진은 지난달 18일 강원 [MASK]에서 발생한 산불 진화 모습.
6758,연합 헤럴드경제 새해 첫날인 [MASK] 오후 5시 54분 경기 광주시 남종면의 야산에서 원인을 알 수 없는 화재가 발생했다.
6759,연합 헤럴드경제 새해 첫날인 1일 오후 5시 54분 [MASK] 광주시 남종면의 야산에서 원인을 알 수 없는 화재가 발생했다.
6760,연합 헤럴드경제 새해 첫날인 1일 오후 5시 54분 경기 [MASK] 남종면의 야산에서 원인을 알 수 없는 화재가 발생했다.
6761,연합 [MASK]경제 새해 첫날인 1일 오후 5시 54분 경기 광주시 남종면의 야산에서 원인을 알 수 없는 화재가 발생했다.
6762,연합 헤럴드경제 새해 첫날인 1일 [MASK] 경기 광주시 남종면의 야산에서 원인을 알 수 없는 화재가 발생했다.
6763,연합 헤럴드경제 새해 첫날인 1일 오후 5시 54분 경기 광주시 [MASK]의 야산에서 원인을 알 수 없는 화재가 발생했다.
6764,소방당국은 날이 어두워지면서 헬기를 투입하지 못한 상태에서 소방관과 시 공무원 주민 등 [MASK] 동원해 오후 7시 10부께 진화를 마쳤다고 밝혔다.
6765,소방당국은 날이 어두워지면서 헬기를 투입하지 못한 상태에서 소방관과 시 공무원 주민 등 78명을 동원해 [MASK]부께 진화를 마쳤다고 밝혔다.
6766,이 불로 [MASK]㎡의 산림이 소실됐다.
6767,앞서 이날 낮 12시 34분 [MASK] 수동면 송라산 7부 능선에서도 불이 났다.
6768,앞서 이날 낮 [MASK]시 34분 남양주시 수동면 송라산 7부 능선에서도 불이 났다.
6769,앞서 이날 낮 12시 [MASK]분 남양주시 수동면 송라산 7부 능선에서도 불이 났다.
6770,소방당국은 헬기 2대와 공무원 진화대원 등 [MASK] 진화에 나서서 3시간 만에 불길을 잡았다.
6771,소방당국은 헬기 2대와 공무원 진화대원 등 45명이 진화에 나서서 [MASK] 만에 불길을 잡았다.
6772,새해부터 [MASK]의 출산장려금이 인상됩니다.
6773,[MASK]시는 첫째 출산장려금은 30만 원으로 지난 해와 같지만 둘째는 40만 원에서 50만원으로 셋째 이상은 60만 원에서 80만원으로 인상합니다.
6774,[MASK]는 첫째 출산장려금은 30만 원으로 지난 해와 같지만 둘째는 40만 원에서 50만원으로 셋째 이상은 60만 원에서 80만원으로 인상합니다.
6775,대전시는 첫째 출산장려금은 [MASK]으로 지난 해와 같지만 둘째는 40만 원에서 50만원으로 셋째 이상은 60만 원에서 80만원으로 인상합니다.
6776,대전시는 첫째 출산장려금은 30만 원으로 지난 해와 같지만 둘째는 [MASK]에서 50만원으로 셋째 이상은 60만 원에서 80만원으로 인상합니다.
6777,대전시는 첫째 출산장려금은 30만 원으로 지난 해와 같지만 둘째는 40만 원에서 [MASK] 셋째 이상은 60만 원에서 80만원으로 인상합니다.
6778,대전시는 첫째 출산장려금은 30만 원으로 지난 해와 같지만 둘째는 40만 원에서 50만원으로 셋째 이상은 [MASK]에서 80만원으로 인상합니다.
6779,대전시는 첫째 출산장려금은 30만 원으로 지난 해와 같지만 둘째는 40만 원에서 50만원으로 셋째 이상은 60만 원에서 [MASK] 인상합니다.
6780,또 [MASK] 유성구와 대덕구에서만 시범 시행하던 임산부 친환경 농산물 지원을 전 지역으로 확대합니다.
6781,또 대전 [MASK]와 대덕구에서만 시범 시행하던 임산부 친환경 농산물 지원을 전 지역으로 확대합니다.
6782,또 대전 유성구와 [MASK]에서만 시범 시행하던 임산부 친환경 농산물 지원을 전 지역으로 확대합니다.
6783,공무직 또는 공공기관 소속 민간 위탁 근로자에 적용되는 생활임금이 시간당 [MASK] 인상됩니다.
6784,시 산하 공공기관 [MASK]의 개별 채용이 부산시 주관 통합 채용하는 방식으로 새해부터 바뀝니다.
6785,시 산하 공공기관 25곳의 개별 채용이 [MASK] 주관 통합 채용하는 방식으로 새해부터 바뀝니다.
6786,참여를 희망하는 소상공인은 [MASK]에 신청하면 됩니다.
6787,올해 지원대상은 지난해의 [MASK]인 천2백 대며 구매보조 지원금은 3 450만 원입니다.
6788,올해 지원대상은 지난해의 3배인 [MASK]며 구매보조 지원금은 3 450만 원입니다.
6789,올해 지원대상은 지난해의 3배인 천2백 대며 구매보조 지원금은 3 [MASK]만 원입니다.
6790,[MASK]에 불과했던 수소차 충전소도 올해 4곳으로 늘어납니다.
6791,2곳에 불과했던 수소차 충전소도 올해 [MASK]으로 늘어납니다.
6792,1일 국토교통부에 따르면 [MASK]년부터 주거급여 지원대상이 중위소득의 44%→45%로 확대됐고 임대료를 계산하는 방식인 기준임대료도 7.5 14.3%가 인상됐다.
6793,1일 국토교통부에 따르면 2020년부터 주거급여 지원대상이 중위소득의 [MASK]→45%로 확대됐고 임대료를 계산하는 방식인 기준임대료도 7.5 14.3%가 인상됐다.
6794,1일 국토교통부에 따르면 2020년부터 주거급여 지원대상이 중위소득의 44%→[MASK]로 확대됐고 임대료를 계산하는 방식인 기준임대료도 7.5 14.3%가 인상됐다.
6795,1일 국토교통부에 따르면 2020년부터 주거급여 지원대상이 중위소득의 44%→45%로 확대됐고 임대료를 계산하는 방식인 기준임대료도 [MASK] 14.3%가 인상됐다.
6796,1일 국토교통부에 따르면 2020년부터 주거급여 지원대상이 중위소득의 44%→45%로 확대됐고 임대료를 계산하는 방식인 기준임대료도 7.5 [MASK]가 인상됐다.
6797,1일 국토교통부에 따르면 [MASK]부터 주거급여 지원대상이 중위소득의 44%→45%로 확대됐고 임대료를 계산하는 방식인 기준임대료도 7.5 14.3%가 인상됐다.
6798,1일 국토교통부에 따르면 2020년부터 주거급여 지원대상이 중위소득의 4[MASK]→45%로 확대됐고 임대료를 계산하는 방식인 기준임대료도 7.5 14.3%가 인상됐다.
6799,자가가구를 대상으로 한 집수리 비용도 [MASK] 올라갔다.
